lender_id, country_code, inviter_id, invitee_count, loan_count
482, , -1, 3, 2
483, GB, -1, 0, 1
484, FI, -1, 2, 176
485, AT, -1, 0, 59
486, US, -1, 10, 108
487, CA, -1, 7, 740
488, US, -1, 0, 9
489, US, -1, 3, 781
490, US, -1, 3, 94
491, US, -1, 0, 19
492, , -1, 0, 1
493, US, -1, 1, 237
494, US, -1, 3, 122
495, UY, -1, 0, 1
496, DE, -1, 0, 16
497, BV, -1, 6, 1659
498, GB, -1, 2, 19
499, CA, 322, 0, 16
500, US, -1, 1, 68
501, US, -1, 6, 1990
502, CA, -1, 0, 37
503, US, -1, 0, 372
504, US, -1, 1, 5
505, GB, -1, 6, 1554
506, US, -1, 1, 86
507, US, -1, 1, 93
508, , -1, 0, 6
509, US, -1, 1, 42
510, SE, -1, 1, 41
511, GB, -1, 1, 134
512, US, -1, 2, 21
513, CA, -1, 4, 454
514, US, -1, 0, 131
515, , -1, 0, 33
516, US, -1, 0, 11
517, , -1, 2, 8
518, US, -1, 0, 59
519, US, -1, 6, 282
520, CH, -1, 2, 18
521, US, -1, 1, 1202
522, US, -1, 1, 76
523, , -1, 0, 4
524, CA, -1, 0, 11
525, , -1, 1, 6
526, US, -1, 2, 903
527, US, -1, 0, 180
528, CA, -1, 0, 49
529, , -1, 1, 4
530, BR, -1, 0, 14
531, , -1, 0, 1
532, MX, -1, 0, 6
533, CA, -1, 1, 5
534, MY, -1, 2, 18
535, NL, -1, 2, 348
536, , -1, 0, 1
537, US, -1, 7, 5919
538, GB, -1, 19, 6875
539, GB, -1, 1, 7
540, CA, -1, 1, 39
541, US, -1, 0, 1877
542, US, -1, 0, 6
543, , -1, 0, 21
544, , -1, 0, 1
545, ES, -1, 0, 886
546, , -1, 0, 4
547, US, -1, 0, 12428
548, US, -1, 0, 2
549, , -1, 1, 847
550, CA, -1, 1, 5
551, US, -1, 1, 17
552, US, -1, 0, 12
553, , 7084, 0, 1
554, , -1, 0, 7
555, US, -1, 0, 20
556, US, -1, 1, 38
557, US, -1, 3, 655
558, IT, -1, 0, 7
559, CA, -1, 0, 85
560, IE, -1, 0, 117
561, CA, -1, 1, 27
562, , -1, 1, 1
563, US, -1, 2, 65
564, , -1, 0, 5
565, , -1, 0, 6
566, DE, -1, 0, 24
567, US, -1, 2, 1087
568, DK, -1, 0, 40
569, , 2749, 0, 1
570, , 2390, 1, 3
571, , -1, 0, 1
572, US, -1, 3, 278
573, CH, -1, 0, 30
574, CA, -1, 0, 20
575, US, -1, 1, 27
576, CA, -1, 1, 28
577, GB, -1, 0, 33
578, US, -1, 1, 11
579, NL, -1, 13, 383
580, CA, -1, 0, 8
581, , -1, 0, 5
582, US, -1, 3, 65
583, PT, -1, 1, 37
584, NL, -1, 0, 5
585, SE, -1, 0, 122
586, US, -1, 0, 157
587, US, -1, 0, 56
588, , -1, 0, 1
589, , -1, 0, 3
590, , -1, 0, 21
591, US, -1, 3, 80
592, GB, -1, 1, 20
593, , -1, 0, 9
594, , 596, 2, 337
595, US, -1, 6, 13609
596, , -1, 9, 710
597, DE, -1, 1, 21
598, US, -1, 5, 289
599, US, -1, 2, 37
600, SE, -1, 3, 7399
601, US, -1, 0, 23
602, CA, -1, 0, 25
603, , -1, 0, 45
604, , -1, 0, 2
605, CA, -1, 0, 65
606, US, -1, 8, 65
607, , -1, 555, 259
608, NO, -1, 1, 29
609, , 3030, 0, 1
610, US, -1, 0, 2
611, , -1, 0, 4
612, GB, -1, 0, 14
613, , -1, 0, 2
614, FR, -1, 0, 6
615, US, -1, 5, 12
616, , -1, 0, 4
617, , 1654, 0, 1
618, , -1, 0, 1
619, , -1, 0, 3
620, , -1, 0, 2
621, , -1, 0, 8
622, , -1, 1, 23
623, AT, -1, 0, 2
624, US, -1, 3, 995
625, US, -1, 2, 5378
626, US, -1, 0, 25
627, CZ, -1, 1, 17
628, US, -1, 1, 454
629, CA, -1, 0, 27
630, , 14872, 0, 2
631, US, -1, 1, 22
632, US, -1, 1, 275
633, CA, -1, 0, 21
634, CA, -1, 0, 43
635, , -1, 0, 1
636, , -1, 0, 1
637, US, -1, 0, 11
638, US, -1, 0, 48
639, US, -1, 3, 695
640, , -1, 0, 1
641, , -1, 0, 3
642, US, -1, 0, 2
643, JP, -1, 0, 82
644, , 1538, 0, 1
645, , -1, 0, 6
646, US, -1, 0, 821
647, , -1, 0, 52
648, MY, -1, 250, 239
649, US, 649, 8, 4395
650, US, -1, 1, 26
651, US, -1, 2, 2
652, US, -1, 1, 42
653, CA, -1, 2, 122
654, US, -1, 7, 181
655, DE, -1, 1, 25
656, US, -1, 0, 52
657, , -1, 0, 2
658, , -1, 0, 100
659, US, -1, 0, 87
660, , -1, 0, 4
661, US, -1, 0, 33
662, DE, -1, 0, 380
663, , -1, 0, 45
664, , -1, 0, 3
665, , -1, 0, 1
666, US, -1, 3, 2218
667, US, -1, 1, 105
668, GB, -1, 0, 13
669, , -1, 0, 1
670, , -1, 0, 3
671, US, -1, 2, 12
672, US, -1, 0, 9
673, DE, -1, 1, 27
674, CA, -1, 0, 131
675, CA, -1, 2, 539
676, US, -1, 0, 5
677, US, -1, 4, 22
678, , -1, 3, 4
679, US, -1, 1, 30
680, US, -1, 1, 15
681, US, -1, 2, 228
682, US, -1, 1, 43
683, US, -1, 0, 18
684, US, -1, 1, 608
685, US, 5779, 1, 293
686, CH, -1, 5, 23
687, CA, -1, 0, 53
688, US, -1, 0, 3
689, HK, -1, 1, 5
690, CA, -1, 1, 468
691, US, -1, 2, 17
692, US, -1, 2, 19
693, CA, -1, 0, 4
694, IT, -1, 0, 4
695, US, -1, 1, 169
696, US, -1, 0, 2
697, US, -1, 0, 64
698, US, -1, 0, 5
699, , -1, 0, 8
700, US, -1, 0, 93
701, US, -1, 0, 383
702, US, 1317, 1, 16
703, US, -1, 14, 26
704, CA, -1, 0, 128
705, DE, -1, 0, 4
706, DE, -1, 0, 41
707, AU, -1, 1, 80
708, , -1, 1, 164
709, , -1, 0, 2
710, , -1, 0, 9
711, AE, 2535, 0, 2
712, DE, -1, 0, 346
713, CA, -1, 2, 463
714, , 8829, 0, 1
715, , 8303, 0, 3
716, , -1, 1, 8
717, , -1, 1, 24
718, , 2892, 0, 1
719, US, -1, 0, 3
720, DE, -1, 2, 43
721, , -1, 0, 15
722, CA, -1, 1, 26
723, US, -1, 2, 1158
724, , -1, 0, 1
725, , -1, 0, 12
726, , -1, 0, 1
727, US, -1, 12, 3537
728, NZ, -1, 0, 32
729, US, -1, 0, 5
730, GB, -1, 3, 687
731, US, -1, 0, 10
732, US, 732, 4, 625
733, US, -1, 0, 31
734, US, -1, 0, 4
735, US, -1, 0, 103
736, , -1, 0, 3
737, US, -1, 0, 42
738, , -1, 0, 1
739, , -1, 0, 2
740, US, -1, 0, 40
741, FR, -1, 0, 10999
742, JP, -1, 24, 417
743, NL, -1, 1, 59
744, US, -1, 1, 62
745, NL, -1, 6, 3562
746, , -1, 0, 1
747, AT, -1, 4, 59
748, , -1, 0, 1
749, US, -1, 1, 1242
750, US, -1, 0, 3
751, US, -1, 0, 30
752, , -1, 0, 7
753, US, -1, 0, 9
754, US, -1, 0, 7
755, GB, -1, 0, 2
756, , -1, 0, 2
757, CA, -1, 0, 18
758, US, -1, 0, 2573
759, NO, -1, 0, 26
760, CA, -1, 0, 177
761, , -1, 0, 1
762, , -1, 0, 9
763, , -1, 0, 1
764, US, -1, 1, 85
765, , -1, 1, 33
766, CA, -1, 2, 10
767, US, -1, 0, 23
768, US, -1, 0, 163
769, GB, -1, 0, 118
770, , -1, 0, 1
771, CA, -1, 1, 14
772, , -1, 2, 9
773, CA, -1, 0, 4
774, US, -1, 0, 95
775, , -1, 0, 3
776, AT, -1, 0, 7
777, US, -1, 0, 20
778, , -1, 0, 2
779, US, 794, 1, 2
780, BE, -1, 1, 426
781, US, -1, 0, 62
782, , -1, 0, 1
783, US, -1, 0, 67
784, DE, -1, 2, 83
785, US, -1, 1, 34
786, , -1, 3, 16
787, US, -1, 9, 6
788, , -1, 2, 11
789, US, -1, 0, 4
790, US, -1, 3, 5
791, , -1, 0, 7
792, US, -1, 1, 44
793, , -1, 0, 1
794, US, -1, 4, 36
795, US, -1, 0, 31
796, , -1, 0, 1
797, , -1, 0, 2
798, US, -1, 6, 204
799, NL, -1, 4, 18
800, US, -1, 0, 12
801, LK, -1, 0, 223
802, US, -1, 0, 5
803, US, -1, 1, 93
804, DE, -1, 0, 145
805, US, -1, 0, 2
806, , -1, 0, 2
807, US, -1, 0, 15
808, CA, -1, 3, 48
809, AU, -1, 4, 21
810, US, -1, 1, 49
811, US, -1, 0, 330
812, , -1, 0, 1
813, US, 850, 0, 340
814, US, 13467, 0, 2
815, US, -1, 0, 2383
816, US, -1, 0, 5
817, US, -1, 0, 16
818, US, -1, 0, 100
819, CA, -1, 0, 18
820, DE, -1, 1, 21
821, CA, -1, 1, 63
822, ES, -1, 0, 22
823, CA, -1, 1, 65
824, US, 4491, 0, 2595
825, , -1, 2, 3
826, GB, -1, 0, 6
827, , -1, 0, 10
828, US, -1, 4, 37
829, US, -1, 1, 8
830, CO, -1, 0, 495
831, US, 834, 0, 10
832, , -1, 1, 20
833, US, -1, 0, 26
834, US, -1, 6, 27
835, SE, -1, 0, 5
836, US, -1, 3, 25
837, GB, -1, 3, 89
838, , -1, 1, 3
839, US, -1, 0, 14
840, US, -1, 0, 1
841, US, -1, 7, 69
842, CA, -1, 2, 30
843, CA, -1, 0, 76
844, US, -1, 0, 23
845, , -1, 7, 10
846, US, -1, 1, 15
847, , 14872, 0, 2
848, US, -1, 9, 31
849, US, -1, 2, 7
850, US, -1, 6, 51
851, US, -1, 1, 13
852, , -1, 0, 2
853, SE, -1, 1, 4
854, NO, -1, 1, 26
855, NL, -1, 1, 4
856, SG, -1, 1, 23
857, , -1, 0, 4
858, US, -1, 2, 31
859, DE, -1, 0, 829
860, BE, -1, 0, 42
861, US, -1, 0, 4
862, CA, -1, 0, 5
863, US, -1, 1, 87
864, AT, -1, 0, 38
865, US, -1, 7, 3125
866, , -1, 0, 40
867, US, -1, 1, 48
868, US, -1, 0, 58
869, , -1, 0, 18
870, US, -1, 0, 15
871, US, -1, 0, 10
872, US, -1, 0, 78
873, US, -1, 0, 259
874, , -1, 0, 1
875, , -1, 0, 18
876, , -1, 0, 1
877, US, -1, 0, 8
878, US, -1, 0, 28
879, US, -1, 0, 15
880, GB, -1, 2, 27
881, , -1, 1, 22
882, AU, -1, 1, 57
883, US, -1, 0, 9
884, US, -1, 2, 56
885, , 451, 0, 1
886, US, -1, 0, 2520
887, CA, -1, 0, 7
888, US, -1, 0, 10
889, DE, -1, 0, 23
890, US, -1, 0, 50
891, US, -1, 0, 4
892, US, -1, 0, 132
893, US, 15425, 2, 124
894, , -1, 0, 4
895, , -1, 0, 6
896, , -1, 0, 1
897, US, -1, 1, 2
898, , -1, 0, 3
899, US, -1, 6, 17
900, US, -1, 0, 14
901, US, -1, 0, 5
902, GB, -1, 0, 244
903, , -1, 1, 2
904, IT, -1, 0, 45
905, , -1, 0, 1
906, US, -1, 2, 18
907, US, -1, 2, 8
908, US, -1, 0, 366
909, US, -1, 0, 72
910, , -1, 2, 55
911, US, -1, 0, 11
912, NL, -1, 0, 13
913, NL, -1, 8, 274
914, US, -1, 0, 6
915, US, -1, 1, 44
916, US, -1, 0, 79
917, US, -1, 0, 17
918, , -1, 0, 4
919, , -1, 0, 1
920, US, -1, 0, 3
921, GB, -1, 1, 21
922, US, -1, 0, 7
923, US, -1, 0, 8
924, US, -1, 0, 1
925, US, -1, 2, 10
926, NO, -1, 0, 13
927, , -1, 0, 2
928, , -1, 2, 3
929, US, -1, 68, 71
930, US, -1, 0, 181
931, CA, -1, 1, 37
932, AU, -1, 1, 219
933, XK, -1, 2, 6
934, , -1, 0, 12
935, , -1, 0, 2
936, , -1, 0, 11
937, , -1, 0, 1
938, CA, -1, 15, 108
939, DE, -1, 4, 384
940, US, -1, 1, 647
941, US, -1, 0, 28
942, , -1, 5, 41
943, CA, -1, 0, 3
944, DE, -1, 3, 783
945, , -1, 0, 14
946, US, -1, 1, 23
947, GB, -1, 0, 4
948, , -1, 0, 13
949, SE, -1, 0, 106
950, , -1, 0, 1
951, , -1, 0, 3
952, FR, 929, 1, 1
953, , -1, 0, 1
954, US, -1, 0, 22
955, US, -1, 1, 13
956, , -1, 0, 1
957, US, -1, 2, 4
958, , -1, 0, 177
959, RU, -1, 0, 1
960, US, 3043, 0, 2
961, , -1, 0, 1
962, , -1, 0, 1
963, NL, -1, 0, 6
964, , -1, 0, 1
965, , -1, 0, 4
966, , -1, 0, 1
967, US, -1, 0, 6
968, FI, -1, 0, 64
969, US, -1, 1, 11
970, US, -1, 1, 44
971, , -1, 14, 85
972, US, -1, 0, 81
973, , -1, 0, 52
974, US, -1, 0, 92
975, TR, -1, 1, 31
976, , -1, 0, 1
977, , -1, 0, 3
978, , -1, 0, 1
979, , -1, 0, 4
980, US, -1, 1, 86
981, US, -1, 0, 19
982, , -1, 0, 14
983, , -1, 2, 6
984, , -1, 0, 1
985, US, -1, 0, 65
986, , -1, 0, 3
987, , -1, 0, 15
988, , -1, 0, 13
989, , -1, 0, 2
990, , -1, 1, 1
991, US, -1, 1, 79
992, , -1, 0, 1
993, , -1, 0, 5
994, CA, -1, 0, 22
995, US, -1, 0, 49
996, US, -1, 0, 588
997, , -1, 0, 3
998, CA, -1, 2, 70
999, US, -1, 5, 36
1000, DE, -1, 0, 9
1001, , -1, 0, 790
1002, , -1, 0, 1
1003, , -1, 0, 4
1004, DE, -1, 0, 90
1005, DE, -1, 0, 190
1006, CA, -1, 0, 50
1007, CA, -1, 1, 17
1008, US, -1, 0, 405
1009, , 2159, 0, 1
1010, CA, -1, 4, 28
1011, , -1, 0, 3
1012, US, -1, 7, 718
1013, US, -1, 0, 35
1014, US, -1, 0, 18
1015, US, -1, 3, 299
1016, US, -1, 0, 170
1017, RU, -1, 2, 348
1018, , -1, 0, 2
1019, US, -1, 0, 67
1020, SE, -1, 2, 131
1021, , -1, 0, 7
1022, IT, -1, 2, 4
1023, DE, -1, 0, 1
1024, , -1, 0, 1
1025, , -1, 1, 19
1026, , 4795, 0, 13
1027, , -1, 1, 44
1028, US, -1, 0, 24
1029, , -1, 0, 32
1030, , -1, 0, 5
1031, NL, -1, 0, 10
1032, GB, -1, 1, 67
1033, , -1, 0, 1
1034, US, -1, 0, 14
1035, US, -1, 1, 64
1036, GB, -1, 0, 88
1037, US, -1, 0, 56
1038, , -1, 0, 6
1039, CN, -1, 2, 3
1040, CA, -1, 1, 44
1041, CA, -1, 0, 503
1042, DE, -1, 1, 164
1043, CA, -1, 0, 9
1044, US, -1, 2, 30
1045, , -1, 0, 1
1046, US, -1, 1, 9
1047, US, -1, 12, 2800
1048, , -1, 0, 5
1049, GB, -1, 4, 47
1050, US, -1, 0, 6
1051, , -1, 0, 1
1052, US, -1, 3, 142
1053, US, -1, 0, 14
